Did_Poke1_Win,Poke_1_HP,Poke_1_Attack,Poke_1_Defense,Poke_1_Sp_Attack,Poke_1_Sp_Defense,Poke_1_Speed,Poke_1_Type_1,Poke_1_Type_2,Poke_2_HP,Poke_2_Attack,Poke_2_Defense,Poke_2_Sp_Attack,Poke_2_Sp_Defense,Poke_2_Speed,Poke_1_Type_1,Poke_2_Type_2
0,65,50,35,115,95,95,ice,psychic,80,105,65,60,75,130,rock,flying
0,65,50,35,115,95,95,ice,psychic,60,115,105,65,70,80,rock,water
0,65,50,35,115,95,95,ice,psychic,30,80,90,55,45,55,rock,water
0,65,50,35,115,95,95,ice,psychic,70,60,125,115,70,55,rock,water
0,65,50,35,115,95,95,ice,psychic,35,40,100,90,55,35,rock,water
1,65,50,35,115,95,95,ice,psychic,65,60,70,85,75,40,normal,noType
0,65,50,35,115,95,95,ice,psychic,65,130,60,95,110,65,fire,noType
0,65,50,35,115,95,95,ice,psychic,65,65,60,110,95,130,electric,noType
0,65,50,35,115,95,95,ice,psychic,130,65,60,110,95,65,water,noType
1,65,50,35,115,95,95,ice,psychic,55,55,50,45,65,55,normal,noType
1,65,50,35,115,95,95,ice,psychic,48,48,48,48,48,48,normal,noType
0,65,50,35,115,95,95,ice,psychic,130,85,80,85,95,60,water,ice
0,65,50,35,115,95,95,ice,psychic,95,125,79,60,100,81,water,flying
1,65,50,35,115,95,95,ice,psychic,20,10,55,15,20,80,water,noType
0,65,50,35,115,95,95,ice,psychic,75,100,95,40,70,110,normal,noType
0,65,50,35,115,95,95,ice,psychic,65,125,100,55,70,85,bug,noType
0,65,50,35,115,95,95,ice,psychic,65,95,57,100,85,93,fire,noType
0,65,50,35,115,95,95,ice,psychic,65,83,57,95,85,105,electric,noType
1,70,110,80,55,80,105,bug,flying,100,100,100,100,100,100,psychic,noType
1,70,110,80,55,80,105,bug,flying,106,110,90,154,90,130,psychic,noType
0,70,110,80,55,80,105,bug,flying,91,134,95,100,100,80,dragon,flying
1,70,110,80,55,80,105,bug,flying,61,84,65,70,70,70,dragon,noType
1,70,110,80,55,80,105,bug,flying,41,64,45,50,50,50,dragon,noType
0,70,110,80,55,80,105,bug,flying,90,100,90,125,85,90,fire,flying
0,70,110,80,55,80,105,bug,flying,90,90,85,125,90,100,electric,flying
0,70,110,80,55,80,105,bug,flying,90,85,100,95,125,85,ice,flying
0,70,110,80,55,80,105,bug,flying,160,110,65,65,110,30,normal,noType
0,70,110,80,55,80,105,bug,flying,80,105,65,60,75,130,rock,flying
0,70,110,80,55,80,105,bug,flying,60,115,105,65,70,80,rock,water
0,70,110,80,55,80,105,bug,flying,30,80,90,55,45,55,rock,water
0,70,110,80,55,80,105,bug,flying,70,60,125,115,70,55,rock,water
0,70,110,80,55,80,105,bug,flying,35,40,100,90,55,35,rock,water
1,70,110,80,55,80,105,bug,flying,65,60,70,85,75,40,normal,noType
0,70,110,80,55,80,105,bug,flying,65,130,60,95,110,65,fire,noType
0,70,110,80,55,80,105,bug,flying,65,65,60,110,95,130,electric,noType
0,70,110,80,55,80,105,bug,flying,130,65,60,110,95,65,water,noType
1,70,110,80,55,80,105,bug,flying,55,55,50,45,65,55,normal,noType
1,70,110,80,55,80,105,bug,flying,48,48,48,48,48,48,normal,noType
0,70,110,80,55,80,105,bug,flying,130,85,80,85,95,60,water,ice
0,70,110,80,55,80,105,bug,flying,95,125,79,60,100,81,water,flying
1,70,110,80,55,80,105,bug,flying,20,10,55,15,20,80,water,noType
1,70,110,80,55,80,105,bug,flying,75,100,95,40,70,110,normal,noType
1,70,110,80,55,80,105,bug,flying,65,125,100,55,70,85,bug,noType
0,70,110,80,55,80,105,bug,flying,65,95,57,100,85,93,fire,noType
0,70,110,80,55,80,105,bug,flying,65,83,57,95,85,105,electric,noType
1,70,110,80,55,80,105,bug,flying,65,50,35,115,95,95,ice,psychic
1,40,45,65,100,120,90,psychic,fairy,100,100,100,100,100,100,psychic,noType
1,40,45,65,100,120,90,psychic,fairy,106,110,90,154,90,130,psychic,noType
1,40,45,65,100,120,90,psychic,fairy,91,134,95,100,100,80,dragon,flying
1,40,45,65,100,120,90,psychic,fairy,61,84,65,70,70,70,dragon,noType
1,40,45,65,100,120,90,psychic,fairy,41,64,45,50,50,50,dragon,noType
0,40,45,65,100,120,90,psychic,fairy,90,100,90,125,85,90,fire,flying
0,40,45,65,100,120,90,psychic,fairy,90,90,85,125,90,100,electric,flying
0,40,45,65,100,120,90,psychic,fairy,90,85,100,95,125,85,ice,flying
0,40,45,65,100,120,90,psychic,fairy,160,110,65,65,110,30,normal,noType
0,40,45,65,100,120,90,psychic,fairy,80,105,65,60,75,130,rock,flying
0,40,45,65,100,120,90,psychic,fairy,60,115,105,65,70,80,rock,water
1,40,45,65,100,120,90,psychic,fairy,30,80,90,55,45,55,rock,water
0,40,45,65,100,120,90,psychic,fairy,70,60,125,115,70,55,rock,water
1,40,45,65,100,120,90,psychic,fairy,35,40,100,90,55,35,rock,water
1,40,45,65,100,120,90,psychic,fairy,65,60,70,85,75,40,normal,noType
0,40,45,65,100,120,90,psychic,fairy,65,130,60,95,110,65,fire,noType
0,40,45,65,100,120,90,psychic,fairy,65,65,60,110,95,130,electric,noType
0,40,45,65,100,120,90,psychic,fairy,130,65,60,110,95,65,water,noType
1,40,45,65,100,120,90,psychic,fairy,55,55,50,45,65,55,normal,noType
1,40,45,65,100,120,90,psychic,fairy,48,48,48,48,48,48,normal,noType
0,40,45,65,100,120,90,psychic,fairy,130,85,80,85,95,60,water,ice
0,40,45,65,100,120,90,psychic,fairy,95,125,79,60,100,81,water,flying
1,40,45,65,100,120,90,psychic,fairy,20,10,55,15,20,80,water,noType
0,40,45,65,100,120,90,psychic,fairy,75,100,95,40,70,110,normal,noType
0,40,45,65,100,120,90,psychic,fairy,65,125,100,55,70,85,bug,noType
0,40,45,65,100,120,90,psychic,fairy,65,95,57,100,85,93,fire,noType
0,40,45,65,100,120,90,psychic,fairy,65,83,57,95,85,105,electric,noType
1,40,45,65,100,120,90,psychic,fairy,65,50,35,115,95,95,ice,psychic
0,40,45,65,100,120,90,psychic,fairy,70,110,80,55,80,105,bug,flying
1,60,75,85,100,85,115,water,psychic,100,100,100,100,100,100,psychic,noType
1,60,75,85,100,85,115,water,psychic,106,110,90,154,90,130,psychic,noType
0,60,75,85,100,85,115,water,psychic,91,134,95,100,100,80,dragon,flying
1,60,75,85,100,85,115,water,psychic,61,84,65,70,70,70,dragon,noType
1,60,75,85,100,85,115,water,psychic,41,64,45,50,50,50,dragon,noType
1,60,75,85,100,85,115,water,psychic,90,100,90,125,85,90,fire,flying
0,60,75,85,100,85,115,water,psychic,90,90,85,125,90,100,electric,flying
0,60,75,85,100,85,115,water,psychic,90,85,100,95,125,85,ice,flying
0,60,75,85,100,85,115,water,psychic,160,110,65,65,110,30,normal,noType
1,60,75,85,100,85,115,water,psychic,80,105,65,60,75,130,rock,flying
1,60,75,85,100,85,115,water,psychic,60,115,105,65,70,80,rock,water
1,60,75,85,100,85,115,water,psychic,30,80,90,55,45,55,rock,water
1,60,75,85,100,85,115,water,psychic,70,60,125,115,70,55,rock,water
1,60,75,85,100,85,115,water,psychic,35,40,100,90,55,35,rock,water
1,60,75,85,100,85,115,water,psychic,65,60,70,85,75,40,normal,noType
1,60,75,85,100,85,115,water,psychic,65,130,60,95,110,65,fire,noType
0,60,75,85,100,85,115,water,psychic,65,65,60,110,95,130,electric,noType
1,60,75,85,100,85,115,water,psychic,130,65,60,110,95,65,water,noType
1,60,75,85,100,85,115,water,psychic,55,55,50,45,65,55,normal,noType
1,60,75,85,100,85,115,water,psychic,48,48,48,48,48,48,normal,noType
1,60,75,85,100,85,115,water,psychic,130,85,80,85,95,60,water,ice
0,60,75,85,100,85,115,water,psychic,95,125,79,60,100,81,water,flying
1,60,75,85,100,85,115,water,psychic,20,10,55,15,20,80,water,noType
1,60,75,85,100,85,115,water,psychic,75,100,95,40,70,110,normal,noType
0,60,75,85,100,85,115,water,psychic,65,125,100,55,70,85,bug,noType
1,60,75,85,100,85,115,water,psychic,65,95,57,100,85,93,fire,noType
0,60,75,85,100,85,115,water,psychic,65,83,57,95,85,105,electric,noType
1,60,75,85,100,85,115,water,psychic,65,50,35,115,95,95,ice,psychic
0,60,75,85,100,85,115,water,psychic,70,110,80,55,80,105,bug,flying
1,60,75,85,100,85,115,water,psychic,40,45,65,100,120,90,psychic,fairy
0,30,45,55,70,55,85,water,noType,100,100,100,100,100,100,psychic,noType
0,30,45,55,70,55,85,water,noType,106,110,90,154,90,130,psychic,noType
0,30,45,55,70,55,85,water,noType,91,134,95,100,100,80,dragon,flying
0,30,45,55,70,55,85,water,noType,61,84,65,70,70,70,dragon,noType
0,30,45,55,70,55,85,water,noType,41,64,45,50,50,50,dragon,noType
1,30,45,55,70,55,85,water,noType,90,100,90,125,85,90,fire,flying
0,30,45,55,70,55,85,water,noType,90,90,85,125,90,100,electric,flying
0,30,45,55,70,55,85,water,noType,90,85,100,95,125,85,ice,flying
0,30,45,55,70,55,85,water,noType,160,110,65,65,110,30,normal,noType
1,30,45,55,70,55,85,water,noType,80,105,65,60,75,130,rock,flying
0,30,45,55,70,55,85,water,noType,60,115,105,65,70,80,rock,water
0,30,45,55,70,55,85,water,noType,30,80,90,55,45,55,rock,water
0,30,45,55,70,55,85,water,noType,70,60,125,115,70,55,rock,water
0,30,45,55,70,55,85,water,noType,35,40,100,90,55,35,rock,water
0,30,45,55,70,55,85,water,noType,65,60,70,85,75,40,normal,noType
1,30,45,55,70,55,85,water,noType,65,130,60,95,110,65,fire,noType
0,30,45,55,70,55,85,water,noType,65,65,60,110,95,130,electric,noType
0,30,45,55,70,55,85,water,noType,130,65,60,110,95,65,water,noType
1,30,45,55,70,55,85,water,noType,55,55,50,45,65,55,normal,noType
1,30,45,55,70,55,85,water,noType,48,48,48,48,48,48,normal,noType
0,30,45,55,70,55,85,water,noType,130,85,80,85,95,60,water,ice
0,30,45,55,70,55,85,water,noType,95,125,79,60,100,81,water,flying
1,30,45,55,70,55,85,water,noType,20,10,55,15,20,80,water,noType
0,30,45,55,70,55,85,water,noType,75,100,95,40,70,110,normal,noType
0,30,45,55,70,55,85,water,noType,65,125,100,55,70,85,bug,noType
1,30,45,55,70,55,85,water,noType,65,95,57,100,85,93,fire,noType
0,30,45,55,70,55,85,water,noType,65,83,57,95,85,105,electric,noType
0,30,45,55,70,55,85,water,noType,65,50,35,115,95,95,ice,psychic
0,30,45,55,70,55,85,water,noType,70,110,80,55,80,105,bug,flying
0,30,45,55,70,55,85,water,noType,40,45,65,100,120,90,psychic,fairy
0,30,45,55,70,55,85,water,noType,60,75,85,100,85,115,water,psychic
0,80,92,65,65,80,68,water,noType,100,100,100,100,100,100,psychic,noType
0,80,92,65,65,80,68,water,noType,106,110,90,154,90,130,psychic,noType
0,80,92,65,65,80,68,water,noType,91,134,95,100,100,80,dragon,flying
0,80,92,65,65,80,68,water,noType,61,84,65,70,70,70,dragon,noType
0,80,92,65,65,80,68,water,noType,41,64,45,50,50,50,dragon,noType
1,80,92,65,65,80,68,water,noType,90,100,90,125,85,90,fire,flying
0,80,92,65,65,80,68,water,noType,90,90,85,125,90,100,electric,flying
0,80,92,65,65,80,68,water,noType,90,85,100,95,125,85,ice,flying
0,80,92,65,65,80,68,water,noType,160,110,65,65,110,30,normal,noType
1,80,92,65,65,80,68,water,noType,80,105,65,60,75,130,rock,flying
0,80,92,65,65,80,68,water,noType,60,115,105,65,70,80,rock,water
1,80,92,65,65,80,68,water,noType,30,80,90,55,45,55,rock,water
0,80,92,65,65,80,68,water,noType,70,60,125,115,70,55,rock,water
1,80,92,65,65,80,68,water,noType,35,40,100,90,55,35,rock,water
1,80,92,65,65,80,68,water,noType,65,60,70,85,75,40,normal,noType
1,80,92,65,65,80,68,water,noType,65,130,60,95,110,65,fire,noType
0,80,92,65,65,80,68,water,noType,65,65,60,110,95,130,electric,noType
0,80,92,65,65,80,68,water,noType,130,65,60,110,95,65,water,noType
1,80,92,65,65,80,68,water,noType,55,55,50,45,65,55,normal,noType
1,80,92,65,65,80,68,water,noType,48,48,48,48,48,48,normal,noType
0,80,92,65,65,80,68,water,noType,130,85,80,85,95,60,water,ice
0,80,92,65,65,80,68,water,noType,95,125,79,60,100,81,water,flying
1,80,92,65,65,80,68,water,noType,20,10,55,15,20,80,water,noType
0,80,92,65,65,80,68,water,noType,75,100,95,40,70,110,normal,noType
0,80,92,65,65,80,68,water,noType,65,125,100,55,70,85,bug,noType
1,80,92,65,65,80,68,water,noType,65,95,57,100,85,93,fire,noType
0,80,92,65,65,80,68,water,noType,65,83,57,95,85,105,electric,noType
0,80,92,65,65,80,68,water,noType,65,50,35,115,95,95,ice,psychic
0,80,92,65,65,80,68,water,noType,70,110,80,55,80,105,bug,flying
0,80,92,65,65,80,68,water,noType,40,45,65,100,120,90,psychic,fairy
0,80,92,65,65,80,68,water,noType,60,75,85,100,85,115,water,psychic
1,80,92,65,65,80,68,water,noType,30,45,55,70,55,85,water,noType
0,45,67,60,35,50,63,water,noType,100,100,100,100,100,100,psychic,noType
0,45,67,60,35,50,63,water,noType,106,110,90,154,90,130,psychic,noType
0,45,67,60,35,50,63,water,noType,91,134,95,100,100,80,dragon,flying
0,45,67,60,35,50,63,water,noType,61,84,65,70,70,70,dragon,noType
0,45,67,60,35,50,63,water,noType,41,64,45,50,50,50,dragon,noType
1,45,67,60,35,50,63,water,noType,90,100,90,125,85,90,fire,flying
0,45,67,60,35,50,63,water,noType,90,90,85,125,90,100,electric,flying
0,45,67,60,35,50,63,water,noType,90,85,100,95,125,85,ice,flying
0,45,67,60,35,50,63,water,noType,160,110,65,65,110,30,normal,noType
1,45,67,60,35,50,63,water,noType,80,105,65,60,75,130,rock,flying
0,45,67,60,35,50,63,water,noType,60,115,105,65,70,80,rock,water
0,45,67,60,35,50,63,water,noType,30,80,90,55,45,55,rock,water
0,45,67,60,35,50,63,water,noType,70,60,125,115,70,55,rock,water
0,45,67,60,35,50,63,water,noType,35,40,100,90,55,35,rock,water
0,45,67,60,35,50,63,water,noType,65,60,70,85,75,40,normal,noType
1,45,67,60,35,50,63,water,noType,65,130,60,95,110,65,fire,noType
0,45,67,60,35,50,63,water,noType,65,65,60,110,95,130,electric,noType
0,45,67,60,35,50,63,water,noType,130,65,60,110,95,65,water,noType
0,45,67,60,35,50,63,water,noType,55,55,50,45,65,55,normal,noType
1,45,67,60,35,50,63,water,noType,48,48,48,48,48,48,normal,noType
0,45,67,60,35,50,63,water,noType,130,85,80,85,95,60,water,ice
0,45,67,60,35,50,63,water,noType,95,125,79,60,100,81,water,flying
1,45,67,60,35,50,63,water,noType,20,10,55,15,20,80,water,noType
0,45,67,60,35,50,63,water,noType,75,100,95,40,70,110,normal,noType
0,45,67,60,35,50,63,water,noType,65,125,100,55,70,85,bug,noType
1,45,67,60,35,50,63,water,noType,65,95,57,100,85,93,fire,noType
0,45,67,60,35,50,63,water,noType,65,83,57,95,85,105,electric,noType
0,45,67,60,35,50,63,water,noType,65,50,35,115,95,95,ice,psychic
0,45,67,60,35,50,63,water,noType,70,110,80,55,80,105,bug,flying
0,45,67,60,35,50,63,water,noType,40,45,65,100,120,90,psychic,fairy
0,45,67,60,35,50,63,water,noType,60,75,85,100,85,115,water,psychic
0,45,67,60,35,50,63,water,noType,30,45,55,70,55,85,water,noType
0,45,67,60,35,50,63,water,noType,80,92,65,65,80,68,water,noType
0,55,65,95,95,45,85,water,noType,100,100,100,100,100,100,psychic,noType
0,55,65,95,95,45,85,water,noType,106,110,90,154,90,130,psychic,noType
0,55,65,95,95,45,85,water,noType,91,134,95,100,100,80,dragon,flying
0,55,65,95,95,45,85,water,noType,61,84,65,70,70,70,dragon,noType
0,55,65,95,95,45,85,water,noType,41,64,45,50,50,50,dragon,noType
1,55,65,95,95,45,85,water,noType,90,100,90,125,85,90,fire,flying
0,55,65,95,95,45,85,water,noType,90,90,85,125,90,100,electric,flying
0,55,65,95,95,45,85,water,noType,90,85,100,95,125,85,ice,flying
0,55,65,95,95,45,85,water,noType,160,110,65,65,110,30,normal,noType
1,55,65,95,95,45,85,water,noType,80,105,65,60,75,130,rock,flying
0,55,65,95,95,45,85,water,noType,60,115,105,65,70,80,rock,water
1,55,65,95,95,45,85,water,noType,30,80,90,55,45,55,rock,water
0,55,65,95,95,45,85,water,noType,70,60,125,115,70,55,rock,water
1,55,65,95,95,45,85,water,noType,35,40,100,90,55,35,rock,water
1,55,65,95,95,45,85,water,noType,65,60,70,85,75,40,normal,noType
1,55,65,95,95,45,85,water,noType,65,130,60,95,110,65,fire,noType
0,55,65,95,95,45,85,water,noType,65,65,60,110,95,130,electric,noType
0,55,65,95,95,45,85,water,noType,130,65,60,110,95,65,water,noType
1,55,65,95,95,45,85,water,noType,55,55,50,45,65,55,normal,noType
1,55,65,95,95,45,85,water,noType,48,48,48,48,48,48,normal,noType
0,55,65,95,95,45,85,water,noType,130,85,80,85,95,60,water,ice
0,55,65,95,95,45,85,water,noType,95,125,79,60,100,81,water,flying
1,55,65,95,95,45,85,water,noType,20,10,55,15,20,80,water,noType
0,55,65,95,95,45,85,water,noType,75,100,95,40,70,110,normal,noType
0,55,65,95,95,45,85,water,noType,65,125,100,55,70,85,bug,noType
1,55,65,95,95,45,85,water,noType,65,95,57,100,85,93,fire,noType
0,55,65,95,95,45,85,water,noType,65,83,57,95,85,105,electric,noType
0,55,65,95,95,45,85,water,noType,65,50,35,115,95,95,ice,psychic
0,55,65,95,95,45,85,water,noType,70,110,80,55,80,105,bug,flying
0,55,65,95,95,45,85,water,noType,40,45,65,100,120,90,psychic,fairy
0,55,65,95,95,45,85,water,noType,60,75,85,100,85,115,water,psychic
1,55,65,95,95,45,85,water,noType,30,45,55,70,55,85,water,noType
0,55,65,95,95,45,85,water,noType,80,92,65,65,80,68,water,noType
1,55,65,95,95,45,85,water,noType,45,67,60,35,50,63,water,noType
0,30,40,70,70,25,60,water,noType,100,100,100,100,100,100,psychic,noType
0,30,40,70,70,25,60,water,noType,106,110,90,154,90,130,psychic,noType
0,30,40,70,70,25,60,water,noType,91,134,95,100,100,80,dragon,flying
0,30,40,70,70,25,60,water,noType,61,84,65,70,70,70,dragon,noType
0,30,40,70,70,25,60,water,noType,41,64,45,50,50,50,dragon,noType
1,30,40,70,70,25,60,water,noType,90,100,90,125,85,90,fire,flying
0,30,40,70,70,25,60,water,noType,90,90,85,125,90,100,electric,flying
0,30,40,70,70,25,60,water,noType,90,85,100,95,125,85,ice,flying
0,30,40,70,70,25,60,water,noType,160,110,65,65,110,30,normal,noType
1,30,40,70,70,25,60,water,noType,80,105,65,60,75,130,rock,flying
0,30,40,70,70,25,60,water,noType,60,115,105,65,70,80,rock,water
0,30,40,70,70,25,60,water,noType,30,80,90,55,45,55,rock,water
0,30,40,70,70,25,60,water,noType,70,60,125,115,70,55,rock,water
0,30,40,70,70,25,60,water,noType,35,40,100,90,55,35,rock,water
0,30,40,70,70,25,60,water,noType,65,60,70,85,75,40,normal,noType
1,30,40,70,70,25,60,water,noType,65,130,60,95,110,65,fire,noType
0,30,40,70,70,25,60,water,noType,65,65,60,110,95,130,electric,noType
0,30,40,70,70,25,60,water,noType,130,65,60,110,95,65,water,noType
0,30,40,70,70,25,60,water,noType,55,55,50,45,65,55,normal,noType
1,30,40,70,70,25,60,water,noType,48,48,48,48,48,48,normal,noType
0,30,40,70,70,25,60,water,noType,130,85,80,85,95,60,water,ice
0,30,40,70,70,25,60,water,noType,95,125,79,60,100,81,water,flying
1,30,40,70,70,25,60,water,noType,20,10,55,15,20,80,water,noType
0,30,40,70,70,25,60,water,noType,75,100,95,40,70,110,normal,noType
0,30,40,70,70,25,60,water,noType,65,125,100,55,70,85,bug,noType
1,30,40,70,70,25,60,water,noType,65,95,57,100,85,93,fire,noType
0,30,40,70,70,25,60,water,noType,65,83,57,95,85,105,electric,noType
0,30,40,70,70,25,60,water,noType,65,50,35,115,95,95,ice,psychic
0,30,40,70,70,25,60,water,noType,70,110,80,55,80,105,bug,flying
0,30,40,70,70,25,60,water,noType,40,45,65,100,120,90,psychic,fairy
0,30,40,70,70,25,60,water,noType,60,75,85,100,85,115,water,psychic
0,30,40,70,70,25,60,water,noType,30,45,55,70,55,85,water,noType
0,30,40,70,70,25,60,water,noType,80,92,65,65,80,68,water,noType
0,30,40,70,70,25,60,water,noType,45,67,60,35,50,63,water,noType
0,30,40,70,70,25,60,water,noType,55,65,95,95,45,85,water,noType
0,105,95,80,40,80,90,normal,noType,100,100,100,100,100,100,psychic,noType
0,105,95,80,40,80,90,normal,noType,106,110,90,154,90,130,psychic,noType
0,105,95,80,40,80,90,normal,noType,91,134,95,100,100,80,dragon,flying
1,105,95,80,40,80,90,normal,noType,61,84,65,70,70,70,dragon,noType
1,105,95,80,40,80,90,normal,noType,41,64,45,50,50,50,dragon,noType
0,105,95,80,40,80,90,normal,noType,90,100,90,125,85,90,fire,flying
0,105,95,80,40,80,90,normal,noType,90,90,85,125,90,100,electric,flying
0,105,95,80,40,80,90,normal,noType,90,85,100,95,125,85,ice,flying
0,105,95,80,40,80,90,normal,noType,160,110,65,65,110,30,normal,noType
0,105,95,80,40,80,90,normal,noType,80,105,65,60,75,130,rock,flying
0,105,95,80,40,80,90,normal,noType,60,115,105,65,70,80,rock,water
0,105,95,80,40,80,90,normal,noType,30,80,90,55,45,55,rock,water
0,105,95,80,40,80,90,normal,noType,70,60,125,115,70,55,rock,water
0,105,95,80,40,80,90,normal,noType,35,40,100,90,55,35,rock,water
1,105,95,80,40,80,90,normal,noType,65,60,70,85,75,40,normal,noType
0,105,95,80,40,80,90,normal,noType,65,130,60,95,110,65,fire,noType
0,105,95,80,40,80,90,normal,noType,65,65,60,110,95,130,electric,noType
0,105,95,80,40,80,90,normal,noType,130,65,60,110,95,65,water,noType
1,105,95,80,40,80,90,normal,noType,55,55,50,45,65,55,normal,noType
1,105,95,80,40,80,90,normal,noType,48,48,48,48,48,48,normal,noType
0,105,95,80,40,80,90,normal,noType,130,85,80,85,95,60,water,ice
0,105,95,80,40,80,90,normal,noType,95,125,79,60,100,81,water,flying
1,105,95,80,40,80,90,normal,noType,20,10,55,15,20,80,water,noType
0,105,95,80,40,80,90,normal,noType,75,100,95,40,70,110,normal,noType
0,105,95,80,40,80,90,normal,noType,65,125,100,55,70,85,bug,noType
0,105,95,80,40,80,90,normal,noType,65,95,57,100,85,93,fire,noType
0,105,95,80,40,80,90,normal,noType,65,83,57,95,85,105,electric,noType
1,105,95,80,40,80,90,normal,noType,65,50,35,115,95,95,ice,psychic
0,105,95,80,40,80,90,normal,noType,70,110,80,55,80,105,bug,flying
1,105,95,80,40,80,90,normal,noType,40,45,65,100,120,90,psychic,fairy
0,105,95,80,40,80,90,normal,noType,60,75,85,100,85,115,water,psychic
1,105,95,80,40,80,90,normal,noType,30,45,55,70,55,85,water,noType
1,105,95,80,40,80,90,normal,noType,80,92,65,65,80,68,water,noType
1,105,95,80,40,80,90,normal,noType,45,67,60,35,50,63,water,noType
1,105,95,80,40,80,90,normal,noType,55,65,95,95,45,85,water,noType
1,105,95,80,40,80,90,normal,noType,30,40,70,70,25,60,water,noType
0,65,55,115,100,40,60,grass,noType,100,100,100,100,100,100,psychic,noType
0,65,55,115,100,40,60,grass,noType,106,110,90,154,90,130,psychic,noType
0,65,55,115,100,40,60,grass,noType,91,134,95,100,100,80,dragon,flying
